player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand
a511,igor-andreev,Igor,Andreev,http://www.atpworldtour.com/en/players/igor-andreev/a511/overview,RUS,"Moscow, Russia","Moscow, Russia",1983.07.14,1983,7,14,2002,176,80,"6'1""",73,185,Right-Handed,Two-Handed Backhand
a539,martin-alund,Martin,Alund,http://www.atpworldtour.com/en/players/martin-alund/a539/overview,ARG,"Mendoza, Argentina","Mendoza, Argentina",1985.12.26,1985,12,26,NA,176,80,"6'0""",72,183,Right-Handed,One-Handed Backhand
a596,pablo-andujar,Pablo,Andujar,http://www.atpworldtour.com/en/players/pablo-andujar/a596/overview,ESP,"Valencia, Spain","Cuenca, Spain",1986.01.23,1986,1,23,2003,167,76,"5'11""",71,180,Right-Handed,Two-Handed Backhand
a622,andrea-arnaboldi,Andrea,Arnaboldi,http://www.atpworldtour.com/en/players/andrea-arnaboldi/a622/overview,ITA,"Cantu, Italy","Milan, Italy",1987.12.27,1987,12,27,2006,158,72,"5'11""",71,180,Left-Handed,One-Handed Backhand
a656,guillermo-alcaide,Guillermo,Alcaide,http://www.atpworldtour.com/en/players/guillermo-alcaide/a656/overview,ESP,"Sanxenxo, Spain","Madrid, Spain",1986.05.27,1986,5,27,0,170,77,"6'2""",74,188,Right-Handed,Two-Handed Backhand
a678,kevin-anderson,Kevin,Anderson,http://www.atpworldtour.com/en/players/kevin-anderson/a678/overview,RSA,"Gulf Stream, FL, USA","Johannesburg, South Africa",1986.05.18,1986,5,18,2007,205,93,"6'8""",80,203,Right-Handed,Two-Handed Backhand
a725,vadim-alekseenko,Vadim,Alekseenko,http://www.atpworldtour.com/en/players/vadim-alekseenko/a725/overview,UKR,"Odessa, Ukraine","Odessa, Ukraine",1983.05.19,1983,5,19,0,187,85,"6'3""",75,191,Right-Handed,Two-Handed Backhand
a759,jean-yves-aubone,Jean-Yves,Aubone,http://www.atpworldtour.com/en/players/jean-yves-aubone/a759/overview,USA,"Miami, Florida, USA","Miami, Florida, USA",1988.01.10,1988,1,10,0,160,73,"5'10""",70,178,Right-Handed,One-Handed Backhand
a764,tuna-altuna,Tuna,Altuna,http://www.atpworldtour.com/en/players/tuna-altuna/a764/overview,TUR,"Istanbul, Turkey","Istanbul, Turkey",1989.01.30,1989,1,30,NA,176,80,"6'1""",73,185,Right-Handed,Two-Handed Backhand
a829,radu-albot,Radu,Albot,http://www.atpworldtour.com/en/players/radu-albot/a829/overview,MDA,"Chisinau, Moldova","Chisinau, Moldova",1989.11.11,1989,11,11,2008,152,69,"5'9""",69,175,Right-Handed,Two-Handed Backhand
a837,toni-androic,Toni,Androic,http://www.atpworldtour.com/en/players/toni-androic/a837/overview,CRO,"Zagreb, Croatia","Pula, Croatia",1991.12.28,1991,12,28,2010,160,73,"5'6""",66,168,Right-Handed,Two-Handed Backhand
a853,marcelo-arevalo,Marcelo,Arevalo,http://www.atpworldtour.com/en/players/marcelo-arevalo/a853/overview,ESA,"Sonsonate, El Salvador","Sonsonate, El Salvador",1990.10.17,1990,10,17,2012,190,86,"6'3""",75,191,Right-Handed,Two-Handed Backhand
a887,guido-andreozzi,Guido,Andreozzi,http://www.atpworldtour.com/en/players/guido-andreozzi/a887/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1991.08.05,1991,8,5,2010,170,77,"6'0""",72,183,Right-Handed,Two-Handed Backhand
a941,facundo-arguello,Facundo,Arguello,http://www.atpworldtour.com/en/players/facundo-arguello/a941/overview,ARG,"Cordoba, Argentina","Cordoba, Argentina",1992.08.04,1992,8,4,NA,170,77,"5'10""",70,178,Right-Handed,Two-Handed Backhand
a943,vasile-antonescu,Vasile,Antonescu,http://www.atpworldtour.com/en/players/vasile-antonescu/a943/overview,ROU,"Constanta, Romania","Constanta, Romania",1990.03.24,1990,3,24,0,181,82,"6'0""",72,183,Right-Handed,Two-Handed Backhand
aa78,mohamed-adnaoui,Mohamed,Adnaoui,http://www.atpworldtour.com/en/players/mohamed-adnaoui/aa78/overview,MAR,"Casablanca, Morocco","Casablanca, Morocco",1984.12.09,1984,12,9,NA,172,78,"6'1""",73,185,Right-Handed,One-Handed Backhand
aa81,romain-arneodo,Romain,Arneodo,http://www.atpworldtour.com/en/players/romain-arneodo/aa81/overview,MON,NA,"Cannes, France",1992.08.04,1992,8,4,NA,154,70,"5'9""",69,175,Right-Handed,Two-Handed Backhand
ab12,isak-arvidsson,Isak,Arvidsson,http://www.atpworldtour.com/en/players/isak-arvidsson/ab12/overview,SWE,"Båstad, Sweden",Hjo,1992.08.06,1992,8,6,NA,174,79,"6'2""",74,188,Right-Handed,Two-Handed Backhand
ab17,andres-artunedo-martinavarro,Andres,Artunedo Martinavarro,http://www.atpworldtour.com/en/players/andres-artunedo-martinavarro/ab17/overview,ESP,"Castellon de la Plana, Spain","Castellon de la Plana, Spain",1993.09.14,1993,9,14,2011,165,75,"6'0""",72,183,Right-Handed,Two-Handed Backhand
ab40,albert-alcaraz-ivorra,Albert,Alcaraz Ivorra,http://www.atpworldtour.com/en/players/albert-alcaraz-ivorra/ab40/overview,ESP,"San Juan de Alicante, Spain","San Juan de Alicante, Spain",1995.05.15,1995,5,15,NA,187,85,"6'3""",75,191,Right-Handed,Two-Handed Backhand
ac84,collin-altamirano,Collin,Altamirano,http://www.atpworldtour.com/en/players/collin-altamirano/ac84/overview,USA,"Sacramento, California","Sacramento, California",1995.12.07,1995,12,7,NA,185,84,"6'2""",74,188,Right-Handed,Two-Handed Backhand
ad04,sarp-agabigun,Sarp,Agabigun,http://www.atpworldtour.com/en/players/sarp-agabigun/ad04/overview,TUR,NA,"Istanbul, Turkey",1997.06.12,1997,6,12,NA,165,75,"5'10""",70,178,Right-Handed,Two-Handed Backhand
ad23,oliver-anderson,Oliver,Anderson,http://www.atpworldtour.com/en/players/oliver-anderson/ad23/overview,AUS,"Brisbane, Australia","Brisbane, Australia",1998.04.30,1998,4,30,NA,161,73,"5'9""",69,175,Right-Handed,Two-Handed Backhand
ad41,daniel-appelgren,Daniel,Appelgren,http://www.atpworldtour.com/en/players/daniel-appelgren/ad41/overview,SWE,"Stockholm, Sweden","Borås, Sweden",1996.05.06,1996,5,6,NA,148,67,"5'9""",69,175,Right-Handed,Two-Handed Backhand
ad49,jordi-arconada,Jordi,Arconada,http://www.atpworldtour.com/en/players/jordi-arconada/ad49/overview,USA,United States,"Buenos Aires, Argentina",1996.09.06,1996,9,6,NA,155,70,"5'11""",71,180,Right-Handed,Two-Handed Backhand
af32,amine-ahouda,Amine,Ahouda,http://www.atpworldtour.com/en/players/amine-ahouda/af32/overview,MAR,"Casablanca, Morocco","Casablanca, Morocco",1997.09.11,1997,9,11,2013,168,76,"6'1""",73,185,Right-Handed,Two-Handed Backhand
ag37,felix-auger-aliassime,Felix,Auger-Aliassime,http://www.atpworldtour.com/en/players/felix-auger-aliassime/ag37/overview,CAN,"Montreal, Canada","Montreal, Canada",2000.08.08,2000,8,8,2016,185,84,"6'2""",74,188,Right-Handed,Two-Handed Backhand
b058,bjorn-borg,Bjorn,Borg,http://www.atpworldtour.com/en/players/bjorn-borg/b058/overview,SWE,Monaco,"Stockholm, Sweden",1956.06.06,1956,6,6,1973,160,73,"5'11""",71,180,Right-Handed,Two-Handed Backhand
b428,alberto-berasategui,Alberto,Berasategui,http://www.atpworldtour.com/en/players/alberto-berasategui/b428/overview,ESP,Andorra,"Bilbao, Spain",1973.06.28,1973,6,28,1991,145,66,"5'8""",68,173,Right-Handed,One-Handed Backhand
b446,jonas-bjorkman,Jonas,Bjorkman,http://www.atpworldtour.com/en/players/jonas-bjorkman/b446/overview,SWE,"Stockholm, Sweden","Vaxjo, Sweden",1972.03.23,1972,3,23,1991,183,83,"6'0""",72,183,Right-Handed,Two-Handed Backhand
b484,lars-burgsmuller,Lars,Burgsmuller,http://www.atpworldtour.com/en/players/lars-burgsmuller/b484/overview,GER,"Altstaetten, Switzerland","Mulheim, Germany",1975.12.06,1975,12,6,1993,161,73,"6'0""",72,183,Right-Handed,Two-Handed Backhand
b562,jean-francois-bachelot,Jean-Francois,Bachelot,http://www.atpworldtour.com/en/players/jean-francois-bachelot/b562/overview,FRA,"Nice, France","Perpignan, France",1977.06.11,1977,6,11,1996,176,80,"6'0""",72,183,Right-Handed,One-Handed Backhand
b570,daniele-bracciali,Daniele,Bracciali,http://www.atpworldtour.com/en/players/daniele-bracciali/b570/overview,ITA,"Arezzo, Italy","Arezzo, Italy",1978.01.10,1978,1,10,1995,172,78,"5'11""",71,180,Right-Handed,One-Handed Backhand
b588,bob-bryan,Bob,Bryan,http://www.atpworldtour.com/en/players/bob-bryan/b588/overview,USA,"Sunny Isles Beach, FL, USA","Camarillo, CA, USA",1978.04.29,1978,4,29,1998,195,88,"6'4""",76,193,Left-Handed,One-Handed Backhand
b517,oscar-burrieza-lopez,Oscar,Burrieza-Lopez,http://www.atpworldtour.com/en/players/oscar-burrieza-lopez/b517/overview,ESP,"Lugo, Spain","Lugo, Spain",1975.07.22,1975,7,22,1994,145,66,"5'7""",67,170,Right-Handed,Two-Handed Backhand
b589,mike-bryan,Mike,Bryan,http://www.atpworldtour.com/en/players/mike-bryan/b589/overview,USA,"Wesley Chapel, FL, USA","Camarillo, CA, USA",1978.04.29,1978,4,29,1998,180,82,"6'2""",74,188,Right-Handed,One-Handed Backhand
b676,james-blake,James,Blake,http://www.atpworldtour.com/en/players/james-blake/b676/overview,USA,"Westport, Connecticut","Yonkers, New York, USA",1979.12.28,1979,12,28,1999,183,83,"6'1""",73,185,Right-Handed,One-Handed Backhand
b678,michael-berrer,Michael,Berrer,http://www.atpworldtour.com/en/players/michael-berrer/b678/overview,GER,"Stuttgart, Germany","Stuttgart, Germany",1980.07.01,1980,7,1,1999,220,100,"6'4""",76,193,Left-Handed,One-Handed Backhand
b747,julien-benneteau,Julien,Benneteau,http://www.atpworldtour.com/en/players/julien-benneteau/b747/overview,FRA,"Boulogne-Billancourt, France","Bourg-en-Bresse, France",1981.12.20,1981,12,20,2000,174,79,"6'1""",73,185,Right-Handed,Two-Handed Backhand
b757,rohan-bopanna,Rohan,Bopanna,http://www.atpworldtour.com/en/players/rohan-bopanna/b757/overview,IND,"Bangalore, India","Bangalore, India",1980.03.04,1980,3,4,2003,190,86,"6'3""",75,191,Right-Handed,One-Handed Backhand
b804,karol-beck,Karol,Beck,http://www.atpworldtour.com/en/players/karol-beck/b804/overview,SVK,"Zvolen, Slovak Republic","Zvolen, Slovak Republic",1982.04.03,1982,4,3,2001,163,74,"5'11""",71,180,Right-Handed,Two-Handed Backhand
b837,marcos-baghdatis,Marcos,Baghdatis,http://www.atpworldtour.com/en/players/marcos-baghdatis/b837/overview,CYP,"Limassol, Cyprus","Limassol, Cyprus",1985.06.17,1985,6,17,2003,181,82,"5'10""",70,178,Right-Handed,Two-Handed Backhand
b842,alex-bogomolov-jr,Alex,Bogomolov Jr.,http://www.atpworldtour.com/en/players/alex-bogomolov-jr/b842/overview,RUS,"Boca Raton, Florida, USA","Moscow, Russia",1983.04.23,1983,4,23,2002,165,75,"5'10""",70,178,Right-Handed,Two-Handed Backhand
b884,carlos-berlocq,Carlos,Berlocq,http://www.atpworldtour.com/en/players/carlos-berlocq/b884/overview,ARG,"Buenos Aires, Argentina","Chascomus, Argentina",1983.02.03,1983,2,3,2001,178,81,"6'0""",72,183,Right-Handed,One-Handed Backhand
b896,benjamin-becker,Benjamin,Becker,http://www.atpworldtour.com/en/players/benjamin-becker/b896/overview,GER,"Dallas, TX, USA","Merzig, Germany",1981.06.16,1981,6,16,2005,158,72,"5'10""",70,178,Right-Handed,Two-Handed Backhand
b929,alex-bogdanovic,Alex,Bogdanovic,http://www.atpworldtour.com/en/players/alex-bogdanovic/b929/overview,GBR,"London, Great Britain","Belgrade, Serbia",1984.05.22,1984,5,22,2002,163,74,"6'0""",72,183,Left-Handed,One-Handed Backhand
b946,benjamin-balleret,Benjamin,Balleret,http://www.atpworldtour.com/en/players/benjamin-balleret/b946/overview,MON,"Monte Carlo, Monaco","Monte Carlo, Monaco",1983.01.15,1983,1,15,NA,187,85,"6'0""",72,183,Right-Handed,Two-Handed Backhand
ba23,brian-baker,Brian,Baker,http://www.atpworldtour.com/en/players/brian-baker/ba23/overview,USA,"Nashville, TN, USA","Nashville, TN, USA",1985.04.30,1985,4,30,2003,170,77,"6'3""",75,191,Right-Handed,Two-Handed Backhand
ba47,tomas-berdych,Tomas,Berdych,http://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview,CZE,"Monte Carlo, Monaco","Valasske Mezirici, CZE",1985.09.17,1985,9,17,2002,200,91,"6'5""",77,196,Right-Handed,Two-Handed Backhand
ba79,andre-begemann,Andre,Begemann,http://www.atpworldtour.com/en/players/andre-begemann/ba79/overview,GER,"Königstein, Germany","Lemgo, Germany",1984.07.12,1984,7,12,2008,198,90,"6'2""",74,188,Right-Handed,Two-Handed Backhand
ba77,arnau-brugues-davi,Arnau,Brugues-Davi,http://www.atpworldtour.com/en/players/arnau-brugues-davi/ba77/overview,ESP,"Gurb, Barcelona","Vic, Barcelona",1985.03.05,1985,3,5,2009,181,82,"6'0""",72,183,Left-Handed,Two-Handed Backhand
ba65,dustin-brown,Dustin,Brown,http://www.atpworldtour.com/en/players/dustin-brown/ba65/overview,GER,"Winsen, Germany","Celle, Germany",1984.12.08,1984,12,8,2002,172,78,"6'5""",77,196,Right-Handed,Two-Handed Backhand
ba86,andreas-beck,Andreas,Beck,http://www.atpworldtour.com/en/players/andreas-beck/ba86/overview,GER,"Stuttgart, Germany","Weingarten, Germany",1986.02.05,1986,2,5,2003,196,89,"6'3""",75,191,Left-Handed,Two-Handed Backhand
ba98,simone-bolelli,Simone,Bolelli,http://www.atpworldtour.com/en/players/simone-bolelli/ba98/overview,ITA,"Monte Carlo, Monaco","Bologna, Italy",1985.10.08,1985,10,8,2003,182,83,"6'0""",72,183,Right-Handed,One-Handed Backhand
bb10,enrico-becuzzi,Enrico,Becuzzi,http://www.atpworldtour.com/en/players/enrico-becuzzi/bb10/overview,ITA,"Pisa, Italy","Pisa, Italy",1973.03.23,1973,3,23,NA,172,78,"6'2""",74,188,Right-Handed,One-Handed Backhand
bc11,sergei-bubka,Sergei,Bubka,http://www.atpworldtour.com/en/players/sergei-bubka/bc11/overview,UKR,"Monte Carlo, Monaco","Donestk, Ukraine",1987.02.10,1987,2,10,2005,194,88,"6'2""",74,188,Right-Handed,Two-Handed Backhand
bc68,philip-bester,Philip,Bester,http://www.atpworldtour.com/en/players/philip-bester/bc68/overview,CAN,"North Vancouver, Canada","Sonthoffen, Germany",1988.10.06,1988,10,6,2006,175,79,"6'2""",74,188,Right-Handed,One-Handed Backhand
bc72,daniel-brands,Daniel,Brands,http://www.atpworldtour.com/en/players/daniel-brands/bc72/overview,GER,"Bogen, Germany","Deggendorf, Germany",1987.07.17,1987,7,17,2005,203,92,"6'5""",77,196,Right-Handed,One-Handed Backhand
bc76,nicolas-barrientos,Nicolas,Barrientos,http://www.atpworldtour.com/en/players/nicolas-barrientos/bc76/overview,COL,"Cali, Colombia","Cali, Colombia",1987.04.24,1987,4,24,2009,165,75,"5'9""",69,175,Right-Handed,Two-Handed Backhand
bd06,roberto-bautista-agut,Roberto,Bautista Agut,http://www.atpworldtour.com/en/players/roberto-bautista-agut/bd06/overview,ESP,"Castellon de la Plana, Spain","Castellon de la Plana, Spain",1988.04.14,1988,4,14,2005,168,76,"6'0""",72,183,Right-Handed,Two-Handed Backhand
bd20,thomaz-bellucci,Thomaz,Bellucci,http://www.atpworldtour.com/en/players/thomaz-bellucci/bd20/overview,BRA,"Sao Paulo, Brazil","Tiete, Brazil",1987.12.30,1987,12,30,2005,181,82,"6'2""",74,188,Left-Handed,Two-Handed Backhand
bd59,carsten-ball,Carsten,Ball,http://www.atpworldtour.com/en/players/carsten-ball/bd59/overview,AUS,"Newport Beach, CA, USA","Newport Beach, CA, USA",1987.06.20,1987,6,20,2005,200,91,"6'6""",78,198,Left-Handed,Two-Handed Backhand
bd80,attila-balazs,Attila,Balazs,http://www.atpworldtour.com/en/players/attila-balazs/bd80/overview,HUN,"Budapest, Hungary","Budapest, Hungary",1988.12.27,1988,12,27,NA,172,78,"5'11""",71,180,Right-Handed,Two-Handed Backhand
bd83,aliaksandr-bury,Aliaksandr,Bury,http://www.atpworldtour.com/en/players/aliaksandr-bury/bd83/overview,BLR,"Minsk, Belarus","Minsk, Belarus",1987.09.14,1987,9,14,NA,206,93,"6'8""",80,203,Right-Handed,One-Handed Backhand
be44,jose-daniel-bendeck,Jose Daniel,Bendeck,http://www.atpworldtour.com/en/players/jose-daniel-bendeck/be44/overview,COL,"Barranquilla, Colombia","Barranquilla, Colombia",1990.12.24,1990,12,24,NA,168,76,"6'0""",72,183,Right-Handed,Two-Handed Backhand
be54,ruben-bemelmans,Ruben,Bemelmans,http://www.atpworldtour.com/en/players/ruben-bemelmans/be54/overview,BEL,"Maasmechelen, Belgium","Genk, Belgium",1988.01.14,1988,1,14,2006,165,75,"6'0""",72,183,Left-Handed,Two-Handed Backhand
be67,mirza-basic,Mirza,Basic,http://www.atpworldtour.com/en/players/mirza-basic/be67/overview,BIH,Sarajevo,Sarajevo,1991.07.12,1991,7,12,2012,194,88,"6'2""",74,188,Right-Handed,Two-Handed Backhand
be68,tomislav-brkic,Tomislav,Brkic,http://www.atpworldtour.com/en/players/tomislav-brkic/be68/overview,BIH,"Ljubuski, Bosnia & Herzegovina","Mostar, Bosnia & Herzegovina",1990.03.09,1990,3,9,2008,176,80,"6'1""",73,185,Right-Handed,Two-Handed Backhand
be69,yan-bai,Yan,Bai,http://www.atpworldtour.com/en/players/yan-bai/be69/overview,CHN,"Shanghai, China","Nanjing, China",1989.05.21,1989,5,21,NA,176,80,"6'1""",73,185,Right-Handed,Two-Handed Backhand
be90,ricardas-berankis,Ricardas,Berankis,http://www.atpworldtour.com/en/players/ricardas-berankis/be90/overview,LTU,"Vilnius, LTU/Bradenton, FL, US","Vilnius, Lithuania",1990.06.21,1990,6,21,2007,154,70,"5'9""",69,175,Right-Handed,Two-Handed Backhand
bf12,pascal-brunner,Pascal,Brunner,http://www.atpworldtour.com/en/players/pascal-brunner/bf12/overview,AUT,"Neufeld, Austria",NA,1989.06.11,1989,6,11,NA,165,75,"5'11""",71,180,Right-Handed,One-Handed Backhand
bf17,devin-britton,Devin,Britton,http://www.atpworldtour.com/en/players/devin-britton/bf17/overview,USA,"Brandon, Mississippi, USA","Jackson, Mississippi, USA",1991.03.17,1991,3,17,2009,185,84,"6'4""",76,193,Right-Handed,Two-Handed Backhand
bf23,facundo-bagnis,Facundo,Bagnis,http://www.atpworldtour.com/en/players/facundo-bagnis/bf23/overview,ARG,"Buenos Aires, Argentina","Rosario, Argentina",1990.02.27,1990,2,27,2008,180,82,"6'0""",72,183,Left-Handed,Two-Handed Backhand
bf25,ilya-belyaev,Ilya,Belyaev,http://www.atpworldtour.com/en/players/ilya-belyaev/bf25/overview,RUS,"Moscow, Russia","Moscow, Russia",1990.08.09,1990,8,9,2005,174,79,"5'11""",71,180,Right-Handed,Two-Handed Backhand
bf34,boris-nicola-bakalov,Boris Nicola,Bakalov,http://www.atpworldtour.com/en/players/boris-nicola-bakalov/bf34/overview,BUL,USA,Muenster,1980.11.23,1980,11,23,NA,165,75,"6'0""",72,183,Left-Handed,One-Handed Backhand
bf55,yuki-bhambri,Yuki,Bhambri,http://www.atpworldtour.com/en/players/yuki-bhambri/bf55/overview,IND,"Bradenton, FL, USA","New Delhi, India",1992.07.04,1992,7,4,2008,170,77,"6'0""",72,183,Right-Handed,Two-Handed Backhand
bf49,edward-bourchier,Edward,Bourchier,http://www.atpworldtour.com/en/players/edward-bourchier/bf49/overview,AUS,"Hobart, Australia","Hobart, Australia",1988.11.14,1988,11,14,NA,178,81,"6'2""",74,188,Right-Handed,Two-Handed Backhand
bf95,william-boe-wiegaard,William,Boe-Wiegaard,http://www.atpworldtour.com/en/players/william-boe-wiegaard/bf95/overview,USA,"Easton, Connecticut","Oslo, Norway",1983.11.09,1983,11,9,2011,183,83,"6'0""",72,183,Right-Handed,Two-Handed Backhand
bf98,alessandro-bega,Alessandro,Bega,http://www.atpworldtour.com/en/players/alessandro-bega/bf98/overview,ITA,"Gernusco Sul Naviglio, Italy","Cernusco sul Naviglio, Italy",1991.01.11,1991,1,11,NA,150,68,"5'8""",68,173,Right-Handed,Two-Handed Backhand
bg23,nikoloz-basilashvili,Nikoloz,Basilashvili,http://www.atpworldtour.com/en/players/nikoloz-basilashvili/bg23/overview,GEO,"Tbilisi, Georgia","Tbilisi, Georgia",1992.02.23,1992,2,23,2008,174,79,"6'1""",73,185,Right-Handed,Two-Handed Backhand
bh02,sekou-bangoura,Sekou,Bangoura,http://www.atpworldtour.com/en/players/sekou-bangoura/bh02/overview,USA,"Bradenton, FL, USA","Bradenton, FL, USA",1991.11.18,1991,11,18,2011,170,77,"6'0""",72,183,Right-Handed,Two-Handed Backhand
bh08,marco-bortolotti,Marco,Bortolotti,http://www.atpworldtour.com/en/players/marco-bortolotti/bh08/overview,ITA,NA,Guastalla,1991.01.21,1991,1,21,NA,159,72,"5'9""",69,175,Right-Handed,Two-Handed Backhand
bh22,sam-barry,Sam,Barry,http://www.atpworldtour.com/en/players/sam-barry/bh22/overview,IRL,"Limerick, Ireland","Limerick, Ireland",1992.01.27,1992,1,27,2011,182,83,"6'3""",75,191,Right-Handed,Two-Handed Backhand
bh09,aljaz-bedene,Aljaz,Bedene,http://www.atpworldtour.com/en/players/aljaz-bedene/bh09/overview,GBR,"London, Great Britain","Ljubljana, Slovenia",1989.07.18,1989,7,18,2008,159,72,"6'0""",72,183,Right-Handed,Two-Handed Backhand
bh51,pedro-bernardi,Pedro,Bernardi,http://www.atpworldtour.com/en/players/pedro-bernardi/bh51/overview,BRA,"Rio de Janeiro, Brazil","Belo Horizonte, Brazil",1991.04.16,1991,4,16,NA,198,90,"6'6""",78,198,Right-Handed,Two-Handed Backhand
bh98,matthew-barton,Matthew,Barton,http://www.atpworldtour.com/en/players/matthew-barton/bh98/overview,AUS,"Collaroy, Australia","Sydney, Australia",1991.12.18,1991,12,18,2009,187,85,"6'3""",75,191,Right-Handed,Two-Handed Backhand
bi23,liam-broady,Liam,Broady,http://www.atpworldtour.com/en/players/liam-broady/bi23/overview,GBR,"Stockport, Great Britain","Stockport, Great Britain",1994.01.04,1994,1,4,2014,172,78,"6'0""",72,183,Left-Handed,Two-Handed Backhand
bi50,lewis-burton,Lewis,Burton,http://www.atpworldtour.com/en/players/lewis-burton/bi50/overview,GBR,"Sidcup, England","Sidcup, England",1992.03.23,1992,3,23,NA,187,85,"6'4""",76,193,Right-Handed,One-Handed Backhand
bi81,alex-bolt,Alex,Bolt,http://www.atpworldtour.com/en/players/alex-bolt/bi81/overview,AUS,"Murray Bridge, Australia","Murray Bridge, Australia",1993.01.05,1993,1,5,NA,185,84,"6'0""",72,183,Left-Handed,Two-Handed Backhand
bj05,harry-bourchier,Harry,Bourchier,http://www.atpworldtour.com/en/players/harry-bourchier/bj05/overview,AUS,"Hobart, Australia","Hobart, Australia",1996.01.24,1996,1,24,NA,167,76,"6'1""",73,185,Right-Handed,Two-Handed Backhand
bj43,darius-florin-bragusi,Darius Florin,Bragusi,http://www.atpworldtour.com/en/players/darius-florin-bragusi/bj43/overview,ROU,Norman,"Ramnicu Valcea, Romania",1993.06.18,1993,6,18,NA,163,74,"5'11""",71,180,Right-Handed,One-Handed Backhand
bj37,sebastien-boltz,Sebastien,Boltz,http://www.atpworldtour.com/en/players/sebastien-boltz/bj37/overview,FRA,"Montbeliard, France","Creteil, France",1993.04.05,1993,4,5,NA,163,74,"5'10""",70,178,Right-Handed,Two-Handed Backhand
bk19,mathias-bourgue,Mathias,Bourgue,http://www.atpworldtour.com/en/players/mathias-bourgue/bk19/overview,FRA,"Avignon, France","Avignon, France",1994.01.18,1994,1,18,NA,183,83,"6'2""",74,188,Right-Handed,Two-Handed Backhand
bk05,luke-bambridge,Luke,Bambridge,http://www.atpworldtour.com/en/players/luke-bambridge/bk05/overview,GBR,"Nottingham, England","Nottingham, England",1995.01.21,1995,1,21,NA,187,85,"6'3""",75,191,Right-Handed,Two-Handed Backhand
bk24,gregoire-barrere,Gregoire,Barrere,http://www.atpworldtour.com/en/players/gregoire-barrere/bk24/overview,FRA,Saint Maur Des Fosses,"Charenton-Le-Pont, France",1994.02.16,1994,2,16,NA,183,83,"6'0""",72,183,Right-Handed,Two-Handed Backhand
