player_id,first_name,last_name,hand,birth_date,country_code,country
100132,Armistead,Neely,R,1947-03-19T00:00:00Z,USA,United States
100134,Roy,Barth,R,1947-03-30T00:00:00Z,USA,United States
100135,Onny,Parun,R,1947-04-15T00:00:00Z,NZL,New Zealand
100136,Humphrey,Hose,R,1947-05-04T00:00:00Z,VEN,Venezuela
100138,Dan,Bleckinger,R,1947-05-27T00:00:00Z,USA,United States
100139,Gerald,Battrick,R,1947-05-27T00:00:00Z,GBR,United Kingdom
100140,Steve,Faulk,R,1947-06-01T00:00:00Z,USA,United States
100142,Peter,Szoke,R,1947-08-08T00:00:00Z,HUN,Hungary
100143,Peter,Fishbach,R,1947-08-29T00:00:00Z,USA,United States
100144,Robert,Lutz,R,1947-08-29T00:00:00Z,USA,United States
100145,Dick,Dell,R,1947-09-29T00:00:00Z,USA,United States
100146,Jun,Kamiwazumi,R,1947-10-01T00:00:00Z,JPN,Japan
100147,Marcello,Lara,R,1947-10-05T00:00:00Z,MEX,Mexico
100148,Ismail,El Shafei,R,1947-11-15T00:00:00Z,EGY,Egypt
100149,Toshiro,Sakai,R,1947-11-23T00:00:00Z,JPN,Japan
100150,Lito,Alvarez,R,1947-12-05T00:00:00Z,ARG,Argentina
100151,Karl,Coombes,R,1947-12-17T00:00:00Z,AUS,Australia
100152,David,Lloyd,R,1948-01-03T00:00:00Z,GBR,United Kingdom
100153,Patrice,Hagelauer,R,1948-01-05T00:00:00Z,FRA,France
100155,Ramiro,Benavides,R,1948-01-30T00:00:00Z,BOL,Bolivia
100156,Jasjit,Singh,R,1948-02-04T00:00:00Z,IND,India
100157,Stanley,Pasarell,R,1948-02-11T00:00:00Z,USA,United States
100158,John,Bartlett,R,1948-03-17T00:00:00Z,AUS,Australia
100159,Vladimir,Korotkov,R,1948-04-23T00:00:00Z,RUS,Russia
100160,Georges,Goven,R,1948-04-26T00:00:00Z,FRA,France
100162,Brian,Fairlie,R,1948-06-13T00:00:00Z,NZL,New Zealand
100163,Tom,Leonard,R,1948-07-15T00:00:00Z,USA,United States
100164,Bill,Lofgren,R,1948-07-31T00:00:00Z,USA,United States
100165,Steve,Siegel,R,1948-09-04T00:00:00Z,USA,United States
100166,Gene Stuart,Malin,R,1948-10-01T00:00:00Z,USA,United States
100167,Sever,Muresan,R,1948-10-23T00:00:00Z,ROU,Romania
100168,Kenneth,Mcmillan,R,1948-11-25T00:00:00Z,USA,United States
100169,Ian,Fletcher,R,1948-12-01T00:00:00Z,AUS,Australia
100170,Bernard,Mignot,R,1948-12-03T00:00:00Z,BEL,Belgium
100172,Modesto Tito,Vazquez,R,1949-01-01T00:00:00Z,ESP,Spain
100173,Andrew,Pattison,R,1949-01-30T00:00:00Z,USA,United States
100174,Manuel,Orantes,L,1949-02-06T00:00:00Z,ESP,Spain
100175,Zan,Guerry,R,1949-02-12T00:00:00Z,USA,United States
100176,Hans,Kary,L,1949-02-23T00:00:00Z,AUT,Austria
100177,Pavel,Hutka,R,1949-02-28T00:00:00Z,CZE,Czechia
100178,Bob,Giltinan,R,1949-04-07T00:00:00Z,AUS,Australia
100180,Bill,Lloyd,R,1949-05-07T00:00:00Z,AUS,Australia
100181,Larry,Turville,R,1949-06-04T00:00:00Z,USA,United States
100182,Mike,Estep,R,1949-07-19T00:00:00Z,USA,United States
100183,Jim,Ward,R,1949-07-28T00:00:00Z,USA,United States
100185,Patrick,Proisy,R,1949-09-10T00:00:00Z,FRA,France
100186,Jeff,Borowiak,R,1949-09-25T00:00:00Z,USA,United States
100187,Luis Felipe,Tavares,R,1949-09-26T00:00:00Z,BRA,Brazil
100188,John,Fort,R,1949-09-28T00:00:00Z,USA,United States
100189,Dale,Power,R,1949-10-02T00:00:00Z,CAN,Canada
100190,Norman,Holmes,R,1949-10-05T00:00:00Z,USA,United States
100191,Doug,Crawford,R,1949-10-15T00:00:00Z,USA,United States
100192,Kent,Crawford,R,1949-10-15T00:00:00Z,USA,United States
100193,Wanaro,Ngodrella,R,1949-10-19T00:00:00Z,FRA,France
100194,Larry,Parker,R,1949-10-23T00:00:00Z,USA,United States
100196,Haroon,Rahim,R,1949-11-12T00:00:00Z,PAK,Pakistan
100198,Alvaro,Betancur,R,1950-01-03T00:00:00Z,COL,Colombia
100199,Patrice,Dominguez,L,1950-01-12T00:00:00Z,FRA,France
100200,Antonio,Zugarelli,R,1950-01-17T00:00:00Z,ITA,Italy
100201,Syd,Ball,R,1950-01-24T00:00:00Z,AUS,Australia
100202,George,Amaya,L,1950-02-12T00:00:00Z,USA,United States
100203,Phil,Dent,R,1950-02-14T00:00:00Z,AUS,Australia
100204,Pancho,Walthall,R,1950-02-16T00:00:00Z,USA,United States
100205,Paul,Gerken,R,1950-03-15T00:00:00Z,USA,United States
100206,Kenichi,Hirai,R,1950-03-19T00:00:00Z,JPN,Japan
100207,Noel,Phillips,R,1950-03-28T00:00:00Z,AUS,Australia
100208,Dick R,Bohrnstedt,R,1950-04-28T00:00:00Z,USA,United States
100209,George,Taylor,R,1950-05-04T00:00:00Z,USA,United States
100210,Steve,Docherty,R,1950-05-06T00:00:00Z,AUS,Australia
100212,Franklin,Robbins,R,1950-06-13T00:00:00Z,USA,United States
100214,Adriano,Panatta,R,1950-07-09T00:00:00Z,ITA,Italy
100215,Fred,Mcnair,R,1950-07-22T00:00:00Z,USA,United States
100216,Charles,Owens,R,1950-07-31T00:00:00Z,USA,United States
100217,Robert,Mckinley,R,1950-08-05T00:00:00Z,USA,United States
100218,Butch,Palmer,R,1950-09-04T00:00:00Z,USA,United States
100219,Geoff,Masters,R,1950-09-19T00:00:00Z,AUS,Australia
100220,Jiri,Hrebec,R,1950-09-19T00:00:00Z,CZE,Czechia
100221,Carlos,Kirmayr,R,1950-09-23T00:00:00Z,BRA,Brazil
100222,Mike,Powers,R,1950-09-24T00:00:00Z,USA,United States
100223,Jeff,Simpson,R,1950-10-29T00:00:00Z,NZL,New Zealand
100224,Peter,Campbell,R,1950-11-10T00:00:00Z,AUS,Australia
100225,Peter,Doerner,R,1950-11-17T00:00:00Z,AUS,Australia
100226,Mike,Machette,R,1951-01-27T00:00:00Z,USA,United States
100227,Alvin,Gardiner,R,1951-02-11T00:00:00Z,AUS,Australia
100228,Kjell,Johansson,R,1951-02-12T00:00:00Z,SWE,Sweden
100229,Dick,Stockton,R,1951-02-18T00:00:00Z,USA,United States
100230,Welry,Fritz,R,1951-02-19T00:00:00Z,CAN,Canada
100231,Erik,Van Dillen,R,1951-02-21T00:00:00Z,USA,United States
100232,Eddie,Dibbs,R,1951-02-23T00:00:00Z,USA,United States
100233,Ricardo,Cano,R,1951-02-26T00:00:00Z,ARG,Argentina
100234,Allan,Mcdonald,R,1951-03-01T00:00:00Z,AUS,Australia
100235,Antonio,Munoz,R,1951-03-01T00:00:00Z,ESP,Spain
100236,John,James,R,1951-03-07T00:00:00Z,AUS,Australia
100238,Rick,Fisher,R,1951-03-29T00:00:00Z,USA,United States
100240,Joao,Soares,R,1951-04-25T00:00:00Z,BRA,Brazil
100241,Joel,Bailey,R,1951-04-25T00:00:00Z,USA,United States
100242,Mike,Collins,R,1951-05-01T00:00:00Z,GBR,United Kingdom
100243,Steve,Krulevitz,R,1951-05-30T00:00:00Z,USA,United States
100244,John,Alexander,R,1951-07-04T00:00:00Z,AUS,Australia
100245,Jeff,Austin,R,1951-07-05T00:00:00Z,USA,United States
100249,Paolo,Bertolucci,R,1951-08-03T00:00:00Z,ITA,Italy
100250,Woody,Blocher,R,1951-08-24T00:00:00Z,USA,United States
100251,Grover Raz,Reid,R,1951-08-27T00:00:00Z,USA,United States
100252,Tim,Gullikson,R,1951-09-08T00:00:00Z,USA,United States
100253,Tom,Gullikson,L,1951-09-08T00:00:00Z,USA,United States
100254,George,Glowa,R,1951-10-01T00:00:00Z,USA,United States
100255,Roscoe,Tanner,L,1951-10-15T00:00:00Z,USA,United States
100256,Luis,Baraldi,R,1951-10-21T00:00:00Z,MEX,Mexico
100257,Ross,Case,R,1951-11-01T00:00:00Z,AUS,Australia
100258,Jorge,Andrew,R,1951-11-02T00:00:00Z,VEN,Venezuela
100259,Peter,Feigl,R,1951-11-30T00:00:00Z,AUT,Austria
100260,Gary,Groslimond,R,1952-01-03T00:00:00Z,USA,United States
100261,Brian,Gottfried,R,1952-01-27T00:00:00Z,USA,United States
100262,Rolf,Norberg,R,1952-01-31T00:00:00Z,SWE,Sweden
100263,John,Andrews,R,1952-02-05T00:00:00Z,USA,United States
100265,Cliff,Letcher,R,1952-02-09T00:00:00Z,AUS,Australia
100266,John,Feaver,R,1952-02-16T00:00:00Z,GBR,United Kingdom
100268,Denis,Naegelen,R,1952-03-14T00:00:00Z,FRA,France
100269,Joe,Garcia,R,1952-03-17T00:00:00Z,USA,United States
100270,Anand,Amritraj,R,1952-03-20T00:00:00Z,IND,India
100271,Jean Francois,Caujolle,L,1952-03-31T00:00:00Z,FRA,France
100272,Sandy,Mayer,R,1952-04-05T00:00:00Z,USA,United States
100273,Kim,Warwick,R,1952-04-08T00:00:00Z,AUS,Australia
100274,Eric,Deblicker,R,1952-04-17T00:00:00Z,FRA,France
100276,Terry,Moor,L,1952-04-23T00:00:00Z,USA,United States
100277,Jacques,Thamin,R,1952-05-23T00:00:00Z,FRA,France
100279,Mike,Cahill,R,1952-06-17T00:00:00Z,USA,United States
100280,Wojtek,Fibak,R,1952-08-03T00:00:00Z,POL,Poland
100281,Sashi,Menon,R,1952-08-09T00:00:00Z,IND,India
100282,Guillermo,Vilas,L,1952-08-17T00:00:00Z,ARG,Argentina
100284,Jimmy,Connors,L,1952-09-02T00:00:00Z,USA,United States
100285,Rod,Frawley,R,1952-09-08T00:00:00Z,AUS,Australia
100286,Harold,Solomon,R,1952-09-17T00:00:00Z,USA,United States
100287,Robin,Drysdale,R,1952-09-18T00:00:00Z,GBR,United Kingdom
100288,Tenny,Svensson,R,1952-09-21T00:00:00Z,SWE,Sweden
100290,Timothy,Noonan,R,1952-10-31T00:00:00Z,USA,United States
100291,Ian,Harris,R,1952-11-16T00:00:00Z,USA,United States
100293,John,Marks,R,1952-12-09T00:00:00Z,AUS,Australia
100294,Rejean,Genois,R,1952-12-30T00:00:00Z,CAN,Canada
100295,Richard,Legendre,R,1953-01-19T00:00:00Z,CAN,Canada
100296,Chris,Gunning,R,1953-02-07T00:00:00Z,NZL,New Zealand
100297,Corrado,Barazzutti,R,1953-02-19T00:00:00Z,ITA,Italy
100298,George,Hardie,L,1953-02-19T00:00:00Z,USA,United States
100299,James Chico,Hagey,R,1953-02-25T00:00:00Z,USA,United States
100300,Jose,Higueras,R,1953-03-01T00:00:00Z,ESP,Spain
100301,Jim,Delaney,R,1953-03-12T00:00:00Z,USA,United States
100302,Joaquim,Rasgado Jr,R,1953-03-24T00:00:00Z,BRA,Brazil
100303,Henry,Bunis,R,1953-03-27T00:00:00Z,USA,United States
100304,Robert,Kreiss,R,1953-04-30T00:00:00Z,USA,United States
100305,Mark,Farrell,R,1953-05-06T00:00:00Z,GBR,United Kingdom
100306,Michael,Wayman,R,1953-05-06T00:00:00Z,GBR,United Kingdom
100307,Paul,Torre,R,1953-05-18T00:00:00Z,FRA,France
100309,Raul,Ramirez,R,1953-06-20T00:00:00Z,MEX,Mexico
100312,Chiraid,Mukherjea,R,1953-08-14T00:00:00Z,IND,India
100313,Keith,Richardson,R,1953-08-18T00:00:00Z,USA,United States
100314,Bernard,Fritz,R,1953-10-05T00:00:00Z,FRA,France
100315,Hank,Pfister,R,1953-10-09T00:00:00Z,USA,United States
100316,Scott,Carnahan,R,1953-10-24T00:00:00Z,USA,United States
100317,Stephen,Warboys,R,1953-10-25T00:00:00Z,GBR,United Kingdom
100318,Roger,Guedes,R,1953-11-03T00:00:00Z,BRA,Brazil
100319,Rick,Fagel,R,1953-11-29T00:00:00Z,USA,United States
100320,Mark,Meyers,R,1953-12-05T00:00:00Z,USA,United States
100321,Vijay,Amritraj,R,1953-12-14T00:00:00Z,IND,India
100322,Emilio,Montano,R,1953-12-18T00:00:00Z,MEX,Mexico
100323,Givaldo,Barbosa,R,1954-01-25T00:00:00Z,BRA,Brazil
100324,John,Whitlinger,R,1954-02-04T00:00:00Z,USA,United States
100326,Russell,Simpson,R,1954-02-22T00:00:00Z,NZL,New Zealand
100328,Rand,Evett,R,1954-03-01T00:00:00Z,USA,United States
100331,Jean Louis,Haillet,R,1954-05-07T00:00:00Z,FRA,France
100332,Balazs,Taroczy,R,1954-05-09T00:00:00Z,HUN,Hungary
100333,Shigeyuki,Nishio,R,1954-05-23T00:00:00Z,JPN,Japan
100334,Ernie,Ewert,R,1954-06-05T00:00:00Z,AUS,Australia
100335,David,Parker,R,1954-06-07T00:00:00Z,USA,United States
100336,Guillermo,Aubone,L,1954-06-08T00:00:00Z,ARG,Argentina
100337,Mark,Edmondson,R,1954-06-24T00:00:00Z,AUS,Australia
100338,Benjy,Robins,R,1954-06-30T00:00:00Z,USA,United States
100339,Victor,Amaya,L,1954-07-02T00:00:00Z,USA,United States
100340,Sam,Vuille,R,1954-07-06T00:00:00Z,USA,United States
100341,Gonzalo,Nunez,R,1954-07-21T00:00:00Z,USA,United States
100342,Vitas,Gerulaitis,R,1954-07-26T00:00:00Z,USA,United States
100343,John,Lloyd,R,1954-08-27T00:00:00Z,GBR,United Kingdom
100344,Eric,Friedler,R,1954-09-08T00:00:00Z,USA,United States
100345,Pat,Dupre,R,1954-09-16T00:00:00Z,USA,United States
100346,Paul,Kronk,R,1954-09-22T00:00:00Z,AUS,Australia
100347,Peter,Kronk,R,1954-09-22T00:00:00Z,AUS,Australia
100348,Gerard,Toulon,R,1954-09-24T00:00:00Z,FRA,France
100349,Glen,Holroyd,R,1954-09-25T00:00:00Z,USA,United States
100352,John,Lucas,R,1954-10-31T00:00:00Z,USA,United States
100353,Bruce,Kleege,R,1954-11-01T00:00:00Z,USA,United States
100355,Victor,Eke,R,1954-11-11T00:00:00Z,AUS,Australia
100356,Paul,Mcnamee,R,1954-11-12T00:00:00Z,AUS,Australia
100357,Bhanu,Nunna,R,1954-11-13T00:00:00Z,IND,India
100358,Mike,Fishbach,R,1954-12-01T00:00:00Z,USA,United States
100359,Richard,Lewis,L,1954-12-06T00:00:00Z,GBR,United Kingdom
100360,Brian,Teacher,R,1954-12-23T00:00:00Z,USA,United States
100361,Willie,Davies,R,1955-01-01T00:00:00Z,GBR,United Kingdom
100362,Peter,Fleming,R,1955-01-21T00:00:00Z,USA,United States
100363,Jiri,Granat,R,1955-01-28T00:00:00Z,CZE,Czechia
100364,Jonathan,Smith,R,1955-01-29T00:00:00Z,GBR,United Kingdom
100369,Herve,Gauvain,R,1955-03-04T00:00:00Z,FRA,France
100372,Trey,Waltke,R,1955-03-16T00:00:00Z,USA,United States
100373,Christopher,Sylvan,R,1955-03-18T00:00:00Z,USA,United States
100374,Javier,Soler,L,1955-03-25T00:00:00Z,ESP,Spain
100375,John,Hayes,R,1955-04-07T00:00:00Z,USA,United States
100376,Buster C,Mottram,R,1955-04-25T00:00:00Z,GBR,United Kingdom
100377,Colin,Dowdeswell,R,1955-05-12T00:00:00Z,GBR,United Kingdom
100378,David,Schneider,R,1955-05-17T00:00:00Z,USA,United States
100379,Craig,Edwards,R,1955-05-19T00:00:00Z,USA,United States
100380,Butch,Walts,R,1955-06-04T00:00:00Z,USA,United States
100381,Michael,Greenberg,R,1955-06-11T00:00:00Z,USA,United States
100382,Chris,Kachel,R,1955-06-19T00:00:00Z,AUS,Australia
100383,Peter,Mcnamara,R,1955-07-05T00:00:00Z,AUS,Australia
100384,Alejandro,Cortes,R,1955-07-14T00:00:00Z,COL,Colombia
100385,Filip,Krajcik,R,1955-07-23T00:00:00Z,AUT,Austria
100386,Jose,Garcia G003,R,1955-07-23T00:00:00Z,ESP,Spain
100387,Jiri,Prucha,R,1955-08-10T00:00:00Z,CZE,Czechia
100388,Peter,Pearson,R,1955-08-12T00:00:00Z,USA,United States
100389,Horace,Reid,R,1955-08-14T00:00:00Z,USA,United States
100390,Trevor,Allan,L,1955-08-17T00:00:00Z,AUS,Australia
100391,Larry,Davidson,R,1955-08-21T00:00:00Z,USA,United States
100392,Richard,Meyer,R,1955-09-04T00:00:00Z,USA,United States
100393,Marcos,Hocevar,R,1955-09-26T00:00:00Z,BRA,Brazil
100394,Angel,Gimenez,R,1955-10-10T00:00:00Z,ESP,Spain
100396,Martin,Robinson,L,1955-10-19T00:00:00Z,GBR,United Kingdom
100397,Terry,Rocavert,R,1955-10-21T00:00:00Z,AUS,Australia
100398,Julio,Goes,R,1955-10-25T00:00:00Z,BRA,Brazil
100399,Rocky,Maguire,R,1955-10-27T00:00:00Z,USA,United States
100400,Hubertus,Hoyt,R,1955-11-03T00:00:00Z,USA,United States
100401,Sean,Sorensen,R,1955-11-12T00:00:00Z,IRL,Ireland
100404,David,Sherbeck,R,1955-12-02T00:00:00Z,USA,United States
100405,Fernando,Maynetto,R,1955-12-02T00:00:00Z,PER,Peru
100406,Greg,Halder,R,1955-12-05T00:00:00Z,CAN,Canada
100407,Dale,Collings,R,1955-12-16T00:00:00Z,AUS,Australia
100408,Gary,Plock,R,1955-12-21T00:00:00Z,USA,United States
100409,Randy,Crawford,R,1955-12-22T00:00:00Z,USA,United States
100410,Tim,Garcia,R,1955-12-28T00:00:00Z,USA,United States
100411,Pavel,Slozil,R,1955-12-29T00:00:00Z,CZE,Czechia
100412,Bruce,Nichols,R,1955-12-31T00:00:00Z,USA,United States
100415,Michael,Grant,R,1956-02-03T00:00:00Z,USA,United States
100416,Bill,Maze,R,1956-02-09T00:00:00Z,USA,United States
100418,Geoff,Martinez,R,1956-02-13T00:00:00Z,USA,United States
100419,Todd,Lundy,R,1956-02-17T00:00:00Z,USA,United States
100421,Jan,Norback,R,1956-03-06T00:00:00Z,SWE,Sweden
100422,Bruce,Manson,L,1956-03-20T00:00:00Z,USA,United States
100424,Warren,Eber,R,1956-03-28T00:00:00Z,USA,United States
100425,Junie,Chatman,R,1956-03-29T00:00:00Z,USA,United States
100426,Hans Peter,Kandler,R,1956-04-02T00:00:00Z,AUT,Austria
100427,Ferrante,Rocchi,L,1956-04-11T00:00:00Z,ITA,Italy
100428,Gene,Mayer,R,1956-04-11T00:00:00Z,USA,United States
100429,Miguel,Mir,R,1956-04-18T00:00:00Z,ESP,Spain
100430,David,Carter,R,1956-04-21T00:00:00Z,AUS,Australia
100432,Robert,Bettauer,R,1956-05-02T00:00:00Z,CAN,Canada
100434,Tomas,Smid,R,1956-05-20T00:00:00Z,CZE,Czechia
100435,Regis,Brunet,R,1956-05-31T00:00:00Z,FRA,France
100436,Nick,Saviano,L,1956-06-05T00:00:00Z,USA,United States
100437,Bjorn,Borg,R,1956-06-06T00:00:00Z,SWE,Sweden
100438,Carlos,Gattiker,R,1956-06-06T00:00:00Z,ARG,Argentina
100439,Mike,Barr,R,1956-06-27T00:00:00Z,USA,United States
100441,Mark,Darby,R,1956-07-03T00:00:00Z,USA,United States
100442,Gianni,Marchetti,R,1956-07-08T00:00:00Z,ITA,Italy
100443,Christophe,Freyss,L,1956-08-30T00:00:00Z,FRA,France
100445,Steve,Denton,R,1956-09-05T00:00:00Z,USA,United States
100446,John,Sadri,R,1956-09-19T00:00:00Z,USA,United States
100448,Bruce,Foxworth,R,1956-09-25T00:00:00Z,USA,United States
100449,Stanislav,Birner,R,1956-10-11T00:00:00Z,CZE,Czechia
100450,Leo,Palin,R,1956-10-20T00:00:00Z,FIN,Finland
100451,Tony,Graham,R,1956-10-29T00:00:00Z,USA,United States
100452,Bill,Scanlon,R,1956-11-13T00:00:00Z,USA,United States
100454,Mehl,Ampon,R,1956-11-30T00:00:00Z,USA,United States
100455,Tony,Lloyd,R,1956-12-03T00:00:00Z,GBR,United Kingdom
